10000	0.000105
20000	0.000397
30000	0.000685
40000	0.001148
50000	0.001667
60000	0.002132
70000	0.002937
80000	0.003847
90000	0.004708
100000	0.005895
110000	0.006842
120000	0.008093
130000	0.010605
140000	0.011492
150000	0.011982
160000	0.013704
170000	0.014645
180000	0.016166
190000	0.018732
200000	0.020628
210000	0.021994
220000	0.024417
230000	0.026829
240000	0.026860
250000	0.031039
260000	0.032910
270000	0.034188
280000	0.039304
290000	0.040948
300000	0.041449
310000	0.046137
320000	0.049338
330000	0.051391
340000	0.055521
350000	0.056944
360000	0.058541
370000	0.065636
380000	0.066216
390000	0.071069
400000	0.080513
410000	0.077830
420000	0.081101
430000	0.083786
440000	0.088931
450000	0.092752
460000	0.096444
470000	0.104173
480000	0.111397
490000	0.113608
500000	0.115197
510000	0.118606
520000	0.124974
530000	0.128434
540000	0.135711
550000	0.137993
560000	0.142920
570000	0.148499
580000	0.151377
590000	0.159553
600000	0.165949
610000	0.164995
620000	0.179264
630000	0.178690
640000	0.185717
650000	0.186901
660000	0.194584
670000	0.200535
680000	0.204956
690000	0.213187
700000	0.217745
710000	0.221397
720000	0.229282
730000	0.235976
740000	0.246333
750000	0.253664
760000	0.257534
770000	0.264040
780000	0.270445
790000	0.272729
800000	0.283361
810000	0.291444
820000	0.301347
830000	0.306952
840000	0.313854
850000	0.317056
860000	0.324086
870000	0.335280
880000	0.349527
890000	0.349511
900000	0.356102
910000	0.361673
920000	0.376192
930000	0.380591
940000	0.397356
950000	0.410678
960000	0.408798
970000	0.415515
980000	0.426183
990000	0.445624
1000000	0.443153
