10000	0.000101
20000	0.000191
30000	0.000228
40000	0.000359
50000	0.000405
60000	0.000423
70000	0.000728
80000	0.000731
90000	0.000684
100000	0.000622
110000	0.000717
120000	0.000676
130000	0.000822
140000	0.001113
150000	0.001259
160000	0.001133
170000	0.000937
180000	0.000950
190000	0.001290
200000	0.001207
210000	0.001170
220000	0.001271
230000	0.001287
240000	0.001385
250000	0.001331
260000	0.001366
270000	0.002185
280000	0.002095
290000	0.002048
300000	0.002201
310000	0.002303
320000	0.002502
330000	0.002217
340000	0.002158
350000	0.002134
360000	0.002109
370000	0.002181
380000	0.002157
390000	0.002277
400000	0.002135
410000	0.002176
420000	0.002137
430000	0.002269
440000	0.002244
450000	0.002297
460000	0.002374
470000	0.002345
480000	0.002303
490000	0.002363
500000	0.002951
510000	0.003764
520000	0.002880
530000	0.004393
540000	0.003775
550000	0.003556
560000	0.003712
570000	0.003621
580000	0.003696
590000	0.003862
600000	0.003840
610000	0.003893
620000	0.003722
630000	0.003859
640000	0.003791
650000	0.004000
660000	0.004038
670000	0.004030
680000	0.004482
690000	0.004478
700000	0.004079
710000	0.004529
720000	0.004358
730000	0.004427
740000	0.004282
750000	0.004194
760000	0.004311
770000	0.004671
780000	0.004395
790000	0.004508
800000	0.004481
810000	0.004594
820000	0.004557
830000	0.004930
840000	0.004588
850000	0.004490
860000	0.004509
870000	0.004516
880000	0.004689
890000	0.004569
900000	0.004528
910000	0.004734
920000	0.004527
930000	0.004724
940000	0.004895
950000	0.004713
960000	0.004995
970000	0.005091
980000	0.005003
990000	0.005028
1000000	0.005007
